"3","Оцениваю на ""удовлетворительно"". Свою функцию выполняет, но вылезло множество неприятных недостатков: 1. Инструкция - это немногим больше, чем просто её отсутствие. Приходится разбираться методом тыка. 2. Нередки зависания при старте и при автоматическом выключении при снятии питания. 3. После установки стилус невозможно достать со штатного места. 4. После установки невозможно доступиться до кнопки Reset. 5. Есть парочка битых пикселей. 6. Коротковат провод питания, поэтому установить навигатор можно только по центру лобового стекла. Провод витой, если растянуть, может, достанет и в другое место, но неудобно. 7. Карта в режиме просмотра (т. е. когда не ведёт по маршруту) не ориентирована на север, а как получится, изменить её ориентацию невозможно. 8. Нет возможности (во всяком случае, в инструкции не описано и сам не нашёл) удалить с маршрута промежуточные точки или передвинуть их - приходится удалять весь маршрут и строить его заново. А в остальном - всё хорошо, всё хорошо!"
"5","Отличный выбор для тех, кому нужен именно навигатор, а не бортовой компьютер. Свою цену отрабатывает полностью, пользуюсь 3 недели, за это время поездил в Донецк, Харьков, Киев, Одессу - отлично работает, маршруты прокладывает быстро, не тупит. Все необходимые карты можно скачать с сайта. Короче - за свою цену, очень достойный аппарат!"
"5","очень демократичная цена, как по мне идеальный продукт для небольшого путешествия. В связке с libelle работает очень быстро. Только и делай, что успевай карты обновлять."
"5","Были вопросы по обновлению - техническая поддержка производителя очень сильно помогли. Сам навигатор отлично водит по Украине, я очень доволен покупкой!"
"5","Пользуюсь уже месяц - очень рад покупке. Получил намного больше чем ожидал, поэтому жаловаться ни на что не могу. Спасибо магазину!"
"4","Брал больше года назад себе и тестю. С виду симпотичный, большой екран, меню интуитивно понятное, но вечерок (2-3 часа) потратить на ознакомление надо. Компьютер довольно таки информативный: сорость макс., средняя скорость, одометр за всё время использования, за промежут конкретный, время в пробке и т.д... Карты, я так понял сами обновляються (за время использования в Киеве открылось две розвязки и в GPS они появлялись после открытия (Поштова пл. и съезд с м.Патона)). Второстепенные дороги тоже нормально показывает (был случай, чтобы не делать круг в 8 км рескнул поехать через лес и не пожалел, кстати при желании второстепенны дороги можно отключить). Точность прибытия менее 10 м. По Украине вёл тоже отлично, без ошибок. Вечером или в пасмурную погоду екран темнеет и не слепит. Если расстояние одинаковое +,- 2 км. запоминает ту дорогу которой Вы проедите два три раза (удобно объезжать улицы с плохим асфальтом, вместо Васильковской еду по 40 летию). Если проскочили свой поворот перестраивает маршрут за несколько секунд. Есть радио, игры, книгочиталка и др. Вобщем моделька стоит своих денег. Минусы ниже."
"4","В целом навигатор понравился."
"5","ОТЛИЧНО ДЕРЖИТ МАРШРУТ И НЕ ТЕРЯЕТСЯ"
"3","Купиил отцу на подарок, пока он ездил с ним по украине проблем не было ни каких, а когда мы его у него отдолжи что б поехать в Беларусию, начал тупить ужасно, что мы в конечном итоге просто купили обычную карту!!((( обидно было!"
"5","Хорошая вешь, хорошее ПО. Все работает без глюков. Построение маршрута быстре, а главно точное."
"5","Понравился"
"5","Две недели назад взял данны апарат. Сразу начал тестить. По картам претензий нет. Но по началу не читал МП3. с помощю техподдержки решил даную проблему скачиванием другого плеера. И вот все гуд. Видео, музыка на ура. Хорошо работает фм трансмиттер. Для такой цены минусов не нашел. Простенький технически - разобрался за час, и сразу в дорогу. Товар стоит этих денег, даже большего."
"4","купил сегодня,вот разбираюсь,создал папку в программе(фото-видео)но в меню навигатора вся музыка в куче в месте с голосовыми подсказками самого нави...вопрос-можно-ли что бы все было отдельно по папкам,а сам навигатор хорош для своей цены:)"
"4","Навигатор хороший, но ПО немного сыровато, хотя сами карты подробные. Тоже не могла загрузить карты Европы, помогло обновление версии до 1.2.4. Хотя поиск по загранице всё равно не работает. Вопрос: тут стилус только в держателе? просто у меня была похожая по дизайну модель и он запихивался в сам навигатор сзади и тут тоже сзади что-то торчит, но вынуть его не удаётся :)"
"4","Карта Украины работает без проблем, а вот с картами мира проблема.Libele бесплатная по этому сырая программа."
"5","За такую цену и так супер! Обновил карту на 2012 год, все супер"
"5","Служит верой и правдой уже месяца четыре, все гуд."
"5","Очень удобный,быстрый,хорошо читаемый навигатор.Был в трех незнакомых городах как у себя дома.РЕКОМЕНДУЮ."
"5","Простецкий навик для села. Карты сел и полей актуальны как никогда, для меня, как для фермера очень удобно."
"5","Неплохой навик, работает без боков и не тупит, очень экономит мои нервы и мое время за рулем! У меня в машине тонировка, экран вообще не бликает, все цвета сочные и яркие."
"5","Удобный в пользовании, довольно легкий в освоении. Вот я например, накидал игрулек всяких, и пока там шефа жду, играюсь понемногу. По картам все ок."
"5","Мне понравился очень. Внешний вид плюс карты, плюс поддержка пользователей (затупил я). Кароче продуктик достойный получился."
"5","В личное пользование мне этот навигатор попал по наследству от знакомого, который взял себе более новую модель.По началу не мог привыкнуть к дополнительному разговору(подсказкам), потому что, настолько реалистичный звук, что иногда даже отвечать начинаешь) Потом ещё нашёл в нём музыку, которую видимо знакомый уже не стал удалять, и после того как разобрался с плеером , теперь ещё и с музыкой , когда не в пути. Пока мне всё нравится, навигация по Киеву нормально водит."
"5","Не навигатор, а ракета!"
"5","Если честно, купили шеф на подарок, искали что то недорогое. Как видится не прогодали - всем ЗП повысили ))))) Так что дерзайте."
"4","нормально съездили в крым, в принципе все устроило. Яркость достаточно высока, просто в настройках выставить нужно поболее."
"4","Поразил ценой, и качество на уровне более дорогих аппаратов."
"5","Добротно сделан. Компактный по размеру, при этом качество и громкость голосовых подсказок не страдает. Маршруты прокладывает быстро и по нормальным дорогам. А для комфортной поездки мне ничего больше и не нужно."
"2","Купил пару недель назад, очень остался доволен ценой. Огорчило быстродействие, ПО и его голосовые подсказки. Станет ли на этот навигатор Навител? Может новое ПО исправит ситуацию"
"5","Хотел себе в машину купить трансмиттер потом портативный DVD и потом навигатор. Но когда увидел этот навигатор, понял, что можно очень не плохо сэкономить."
"4","В польщу без проблем!"
"5","Интересовала качественная навигация и воспроизведение видео. Получил и то , и другое в одном ""флаконе"" как говорится. Так что я доволен приобретением)"
"4","Хорошо выглядит даже когда выключен ))), вообще неплохой навигатор. Еще и с кучей дополнительных фишечек."
"4","Обновления выходят регулярно, приятно что производитель думает от покупателе. Как навигатор вполне хорош. мстар рулит!"
"4","Аналог 412-ой модели только с экраном поболее. Кому как, а как по мне идеальный размер."
